,tweet_id,text,retweeted_status_id,rating_numerator,rating_denominator,name,Date,Time,Dog_Lingo,dog_breed_prediction1,dog_breed_prediction2,dog_breed_prediction3,favorite_count,lang,retweet_count
10,890006608113172480,This is Koda. He is a South Australian deckshark. Deceptively deadly. Frighteningly majestic. 13/10 would risk a petting #BarkWeek https://t.co/dVPW0B0Mme,,13.0,10,KODA,2017-07-26,00:31:25 ,,Samoyed,Pomeranian,chow,31166,en,7624
11,889880896479866881,This is Bruno. He is a service shark. Only gets out of the water to assist you. 13/10 terrifyingly good boy https://t.co/u1XPQMl29g,,13.0,10,BRUNO,2017-07-25,16:11:53 ,,French_bulldog,Labrador_retriever,muzzle,28268,en,5156
12,889665388333682689,Here's a puppo that seems to be on the fence about something haha no but seriously someone help her. 13/10 https://t.co/BxvuXk0UCm,,13.0,10,,2017-07-25,01:55:32 ,puppo,Pembroke,Cardigan,basenji,38818,en,8538
13,889638837579907072,This is Ted. He does his best. Sometimes that's not enough. But it's ok. 12/10 would assist https://t.co/f8dEDcrKSR,,12.0,10,TED,2017-07-25,00:10:02 ,,French_bulldog,boxer,Staffordshire_bullterrier,27672,en,4735
14,889531135344209921,This is Stuart. He's sporting his favorite fanny pack. Secretly filled with bones only. 13/10 puppared puppo #BarkWeek https://t.co/y70o6h3isq,,13.0,10,STUART,2017-07-24,17:02:04 ,puppo,golden_retriever,Labrador_retriever,redbone,15359,en,2321
15,889278841981685760,This is Oliver. You're witnessing one of his many brutal attacks. Seems to be playing with his victim. 13/10 fr*ckin frightening #BarkWeek https://t.co/WpHvrQedPb,,13.0,10,OLIVER,2017-07-24,00:19:32 ,,whippet,borzoi,Saluki,25652,en,5637
16,888917238123831296,This is Jim. He found a fren. Taught him how to sit like the good boys. 12/10 for both https://t.co/chxruIOUJN,,12.0,10,JIM,2017-07-23,00:22:39 ,,golden_retriever,Tibetan_mastiff,Labrador_retriever,29611,en,4709
17,888804989199671297,This is Zeke. He has a new stick. Very proud of it. Would like you to throw it for him without taking it. 13/10 would do my best https://t.co/HTQ77yNQ5K,,13.0,10,ZEKE,2017-07-22,16:56:37 ,,golden_retriever,Labrador_retriever,English_setter,26080,en,4559
18,888554962724278272,This is Ralphus. He's powering up. Attempting maximum borkdrive. 13/10 inspirational af https://t.co/YnYAFCTTiK,,13.0,10,RALPHUS,2017-07-22,00:23:06 ,,Siberian_husky,Eskimo_dog,malamute,20290,en,3732
19,888078434458587136,This is Gerald. He was just told he didn't get the job he interviewed for. A h*ckin injustice. 12/10 didn't want the job anyway https://t.co/DK7iDPfuRX,,12.0,10,GERALD,2017-07-20,16:49:33 ,,French_bulldog,pug,bull_mastiff,22201,en,3653
20,887705289381826560,This is Jeffrey. He has a monopoly on the pool noodles. Currently running a 'boop for two' midweek sale. 13/10 h*ckin strategic https://t.co/PhrUk20Q64,,13.0,10,JEFFREY,2017-07-19,16:06:48 ,,basset,redbone,Weimaraner,30779,en,5609
21,887517139158093824,I've yet to rate a Venezuelan Hover Wiener. This is such an honor. 14/10 paw-inspiring af (IG: roxy.thedoxy) https://t.co/20VrLAA8ba,,14.0,10,SUCH,2017-07-19,03:39:09 ,,limousine,tow_truck,shopping_cart,46959,en,12082
22,887473957103951883,This is Canela. She attempted some fancy porch pics. They were unsuccessful. 13/10 someone help her https://t.co/cLyzpcUcMX,,13.0,10,CANELA,2017-07-19,00:47:34 ,,Pembroke,Rhodesian_ridgeback,beagle,69871,en,18781
23,887343217045368832,You may not have known you needed to see this today. 13/10 please enjoy (IG: emmylouroo) https://t.co/WZqNqygEyV,,13.0,10,,2017-07-18,16:08:03 ,,Mexican_hairless,sea_lion,Weimaraner,34222,en,10737
24,886983233522544640,This is Maya. She's very shy. Rarely leaves her cup. 13/10 would find her an environment to thrive in https://t.co/I6oNy0CgiT,,13.0,10,MAYA,2017-07-17,16:17:36 ,,Chihuahua,toy_terrier,can_opener,35859,en,8084
25,886736880519319552,"This is Mingus. He's a wonderful father to his smol pup. Confirmed 13/10, but he needs your help

https://t.co/bVi0Yr4Cff https://t.co/ISvKOSkd5b",,13.0,10,MINGUS,2017-07-16,23:58:41 ,,kuvasz,Great_Pyrenees,Dandie_Dinmont,12306,en,3443
26,886680336477933568,This is Derek. He's late for a dog meeting. 13/10 pet...al to the metal https://t.co/BCoWue0abA,,13.0,10,DEREK,2017-07-16,20:14:00 ,,convertible,sports_car,car_wheel,22798,en,4610
27,886366144734445568,This is Roscoe. Another pupper fallen victim to spontaneous tongue ejections. Get the BlepiPen immediate. 12/10 deep breaths Roscoe https://t.co/RGE08MIJox,,12.0,10,ROSCOE,2017-07-15,23:25:31 ,pupper,French_bulldog,Chihuahua,Boston_bull,21524,en,3316
28,886267009285017600,@NonWhiteHat @MayhewMayhem omg hello tanner you are a scary good boy 12/10 would pet with extreme caution,,12.0,10,,2017-07-15,16:51:35 ,,,,,117,en,4
29,886258384151887873,This is Waffles. His doggles are pupside down. Unsure how to fix. 13/10 someone assist Waffles https://t.co/xZDA9Qsq1O,,13.0,10,WAFFLES,2017-07-15,16:17:19 ,,pug,shower_cap,Siamese_cat,28469,en,6523
30,885984800019947520,Viewer discretion advised. This is Jimbo. He will rip ur finger right h*ckin off. Other dog clearly an accessory. 12/10 pls pet with caution https://t.co/BuveP0uMF1,,12.0,10,JIMBO,2017-07-14,22:10:11 ,,Blenheim_spaniel,Shih-Tzu,Bernese_mountain_dog,33382,en,7097
31,885528943205470208,This is Maisey. She fell asleep mid-excavation. Happens to the best of us. 13/10 would pat noggin approvingly https://t.co/tp1kQ8i9JF,,13.0,10,MAISEY,2017-07-13,15:58:47 ,,pug,Labrador_retriever,kuvasz,36689,en,6683
32,885518971528720385,I have a new hero and his name is Howard. 14/10 https://t.co/gzLHboL7Sk,,14.0,10,,2017-07-13,15:19:09 ,,,,,20788,en,3899
33,885167619883638784,Here we have a corgi undercover as a malamute. Pawbably doing important investigative work. Zero control over tongue happenings. 13/10 https://t.co/44ItaMubBf,,13.0,10,,2017-07-12,16:03:00 ,,malamute,Siberian_husky,Eskimo_dog,22367,en,4556
34,884925521741709313,"This is Earl. He found a hat. Nervous about what you think of it. 12/10 it's delightful, Earl https://t.co/MYJvdlNRVa",,12.0,10,EARL,2017-07-12,00:01:00 ,,Italian_greyhound,American_Staffordshire_terrier,Staffordshire_bullterrier,68152,en,16439
35,884876753390489601,This is Lola. It's her first time outside. Must test the earth and taste the atmosphere. 13/10 you're doing great Lola https://t.co/74TKAUsLkO,,13.0,10,LOLA,2017-07-11,20:47:12 ,,chow,Norwich_terrier,Norfolk_terrier,28514,en,6096
36,884562892145688576,This is Kevin. He's just so happy. 13/10 what is your secret Kevin https://t.co/1r4MFCbCX5,,13.0,10,KEVIN,2017-07-11,00:00:02 ,,pug,French_bulldog,Brabancon_griffon,24765,en,5100
37,884441805382717440,"I present to you, Pup in Hat. Pup in Hat is great for all occasions. Extremely versatile. Compact as h*ck. 14/10 (IG: itselizabethgales) https://t.co/vvBOcC2VdC",,14.0,10,,2017-07-10,15:58:53 ,,Pembroke,Cardigan,Chihuahua,27478,en,5856
38,884247878851493888,OMG HE DIDN'T MEAN TO HE WAS JUST TRYING A LITTLE BARKOUR HE'S SUPER SORRY 13/10 WOULD FORGIVE IMMEDIATE https://t.co/uF3pQ8Wubj,,13.0,10,,2017-07-10,03:08:17 ,,,,,74423,en,21298
39,884162670584377345,Meet Yogi. He doesn't have any important dog meetings today he just enjoys looking his best at all times. 12/10 for dangerously dapper doggo https://t.co/YSI00BzTBZ,,12.0,10,YOGI,2017-07-09,21:29:42 ,doggo,German_shepherd,malinois,Norwegian_elkhound,20771,en,3128
40,883838122936631299,This is Noah. He can't believe someone made this mess. Got the vacuum out for you though. Offered to help clean pup. 12/10 super good boy https://t.co/V85xujjDDY,,12.0,10,NOAH,2017-07-09,00:00:04 ,,Doberman,miniature_pinscher,kelpie,22349,en,3586
41,883482846933004288,"This is Bella. She hopes her smile made you smile. If not, she is also offering you her favorite monkey. 13.5/10 https://t.co/qjrljjt948",,13.5,10,BELLA,2017-07-08,00:28:19 ,,golden_retriever,Labrador_retriever,kuvasz,46860,en,10407
42,883360690899218434,Meet Grizzwald. He may be the floofiest floofer I ever did see. Lost eyes saving a schoolbus from a volcano erpuption. 13/10 heroic as h*ck https://t.co/rf661IFEYP,,13.0,10,GRIZZWALD,2017-07-07,16:22:55 ,floofer,chow,Tibetan_mastiff,Newfoundland,22986,en,3825
43,883117836046086144,"Please only send dogs. We don't rate mechanics, no matter how h*ckin good. Thank you... 13/10 would sneak a pat https://t.co/Se5fZ9wp5E",,13.0,10,,2017-07-07,00:17:54 ,,golden_retriever,Labrador_retriever,kuvasz,37914,en,6949
44,882992080364220416,This is Rusty. He wasn't ready for the first pic. Clearly puppared for the second. 13/10 confirmed great boy https://t.co/tyER0KpdXj,,13.0,10,RUSTY,2017-07-06,15:58:11 ,,Eskimo_dog,Siberian_husky,dingo,24445,en,4122
45,882762694511734784,This is Gus. He's quite the cheeky pupper. Already perfected the disinterested wink. 12/10 would let steal my girl https://t.co/D43I96SlVu,,12.0,10,GUS,2017-07-06,00:46:41 ,pupper,Labrador_retriever,Chesapeake_Bay_retriever,flat-coated_retriever,28903,en,5134
46,882627270321602560,This is Stanley. He has his first swim lesson today. Doggle straps adjusted. Ready to go. 13/10 Phelps is nervous (IG: stanleythe_corgi) https://t.co/Nx52PGwH94,,13.0,10,STANLEY,2017-07-05,15:48:34 ,,Pembroke,Chihuahua,Cardigan,28382,en,6342
47,882268110199369728,This is Alfy. You're witnessing his first watermelon experience. I think it was a success. 13/10 happy 4th Alfy 🇺🇸 https://t.co/fYP5RlutfA,,13.0,10,ALFY,2017-07-04,16:01:23 ,,golden_retriever,Labrador_retriever,cocker_spaniel,45880,en,12118
48,882045870035918850,"This is Koko. Her owner, inspired by Barney, recently built a cart for her to use during walks if she got tired. 13/10 rest easy Koko https://t.co/zeDpnsKX7w",,13.0,10,KOKO,2017-07-04,01:18:17 ,,web_site,dhole,golden_retriever,29900,en,5203
49,881906580714921986,This is Rey. He's a Benebop Cumberfloof. 12/10 dangerously pettable https://t.co/503CgWbhxQ,,12.0,10,REY,2017-07-03,16:04:48 ,,Weimaraner,Chesapeake_Bay_retriever,koala,24773,en,3533
50,881666595344535552,This is Gary. He couldn't miss this puppertunity for a selfie. Flawless focusing skills. 13/10 would boop intensely https://t.co/7CSWCl8I6s,,13.0,10,GARY,2017-07-03,00:11:11 ,,Saluki,Afghan_hound,golden_retriever,51522,en,11099
51,881633300179243008,@roushfenway These are good dogs but 17/10 is an emotional impulse rating. More like 13/10s,,17.0,10,,2017-07-02,21:58:53 ,,,,,129,en,7
52,881536004380872706,"Here is a pupper approaching maximum borkdrive. Zooming at never before seen speeds. 14/10 paw-inspiring af 
(IG: puffie_the_chow) https://t.co/ghXBIIeQZF",,14.0,10,A,2017-07-02,15:32:16 ,pupper,Samoyed,Angora,Persian_cat,50199,en,16570
53,881268444196462592,Meet Elliot. He's a Canadian Forrest Pup. Unusual number of antlers for a dog. Sneaky tongue slip to celebrate #Canada150. 12/10 would pet https://t.co/cgwJwowTMC,,12.0,10,ELLIOT,2017-07-01,21:49:04 ,,tusker,Indian_elephant,ibex,23501,en,5358
54,880935762899988482,This is Louis. He's crossing. It's a big deal. 13/10 h*ckin breathtaking https://t.co/D0wb1GlKAt,,13.0,10,LOUIS,2017-06-30,23:47:07 ,,street_sign,umbrella,traffic_light,17346,en,2886
55,880465832366813184,This is Bella. She had her first beach experience this morning. Complete success. 12/10 would perform a sandy boop https://t.co/4VsFysDmiw,,12.0,10,BELLA,2017-06-29,16:39:47 ,,golden_retriever,Labrador_retriever,cocker_spaniel,29075,en,6546
56,880221127280381952,Meet Jesse. He's a Fetty Woof. His tongue ejects without warning. A true bleptomaniac. 12/10 would snug well https://t.co/fUod0tVmvK,,12.0,10,JESSE,2017-06-29,00:27:25 ,,Chihuahua,meerkat,clumber,27640,en,4436
57,880095782870896641,Please don't send in photos without dogs in them. We're not @porch_rates. Insubordinate and churlish. Pretty good porch tho 11/10 https://t.co/HauE8M3Bu4,,11.0,10,,2017-06-28,16:09:20 ,,miniature_pinscher,Rhodesian_ridgeback,beagle,28150,en,4533
58,879862464715927552,This is Romeo. He would like to do an entrance. Requesting your immediate assistance. 13/10 https://t.co/Qh5aEkRQm9,,13.0,10,ROMEO,2017-06-28,00:42:13 ,,basset,beagle,cocker_spaniel,22667,en,3642
59,879674319642796034,@RealKentMurphy 14/10 confirmed,,14.0,10,,2017-06-27,12:14:36 ,,,,,315,en,10
60,879492040517615616,This is Bailey. He thinks you should measure ear length for signs of growth instead. 12/10 https://t.co/IxM9IMKQq8,,12.0,10,BAILEY,2017-06-27,00:10:17 ,,German_short-haired_pointer,vizsla,bath_towel,23822,en,3323
61,879415818425184262,This is Duddles. He did an attempt. 13/10 someone help him (vid by Georgia Felici) https://t.co/UDT7ZkcTgY,,13.0,10,DUDDLES,2017-06-26,19:07:24 ,,English_springer,Boston_bull,Cardigan,107956,en,45849
62,879376492567855104,This is Jack AKA Stephen Furry. You're not scoring on him. Unless he slips down the slide. 12/10 would happily get blocked by https://t.co/0gOi601EAa,,12.0,10,JACK,2017-06-26,16:31:08 ,,tricycle,Labrador_retriever,Pembroke,17099,en,3261
63,879050749262655488,This is Steven. He has trouble relating to other dogs. Quite shy. Neck longer than average. Tropical probably. 11/10 would still pet https://t.co/2mJCDEJWdD,,11.0,10,STEVEN,2017-06-25,18:56:45 ,,tabby,window_screen,Egyptian_cat,23022,en,4941
64,879008229531029506,This is Beau. That is Beau's balloon. He takes it everywhere. 13/10 would protect at all costs https://t.co/YDtpCjIPKN,,13.0,10,BEAU,2017-06-25,16:07:47 ,,vizsla,miniature_pinscher,American_Staffordshire_terrier,19317,en,2812
65,878776093423087618,This is Snoopy. He's a proud #PrideMonthPuppo. Impeccable handwriting for not having thumbs. 13/10 would love back #PrideMonth https://t.co/lNZwgNO4gS,,13.0,10,SNOOPY,2017-06-25,00:45:22 ,puppo,Italian_greyhound,whippet,Ibizan_hound,19763,en,4319
66,878604707211726852,Martha is stunning how h*ckin dare you. 13/10 https://t.co/9uABQXgjwa,,13.0,10,,2017-06-24,13:24:20 ,,,,,30931,en,7582
67,878281511006478336,"Meet Shadow. In an attempt to reach maximum zooming borkdrive, he tore his ACL. Still 13/10 tho. Help him out below

https://t.co/245xJJElsY https://t.co/lUiQH219v6",,13.0,10,SHADOW,2017-06-23,16:00:04 ,,basset,collie,Appenzeller,7913,en,1349
68,878057613040115712,This is Emmy. She was adopted today. Massive round of pupplause for Emmy and her new family. 14/10 for all involved https://t.co/cwtWnHMVpe,,14.0,10,EMMY,2017-06-23,01:10:23 ,,French_bulldog,Boston_bull,toy_terrier,42876,en,7181
69,877736472329191424,This is Aja. She was just told she's a good dog. Suspicions confirmed. 13/10 would tell again https://t.co/lsPyyAiF1r,,13.0,10,AJA,2017-06-22,03:54:17 ,,Chesapeake_Bay_retriever,Labrador_retriever,Weimaraner,71144,en,17300
70,877556246731214848,This is Penny. She's both pupset and fired pup. Not pleased w your barbaric attempts at cleanliness. 12/10 would enjoy more shampoo options https://t.co/OYdDlfOGXP,,12.0,10,PENNY,2017-06-21,15:58:08 ,,basset,Welsh_springer_spaniel,bathtub,23258,en,3994
71,877316821321428993,"Meet Dante. At first he wasn't a fan of his new raincoat, then he saw his reflection. H*ckin handsome. 13/10 for water resistant good boy https://t.co/SHRTIo5pxc",,13.0,10,DANTE,2017-06-21,00:06:44 ,,Saluki,Italian_greyhound,golden_retriever,27907,en,5414
72,877201837425926144,This is Nelly. He graduated with his dogtorate today. Wants to know if you're proud of him. 12/10 would give congratulatory boop https://t.co/4g4cfj3P4Y,,12.0,10,NELLY,2017-06-20,16:29:50 ,,Pembroke,Cardigan,basenji,27755,en,5880
73,876838120628539392,This is Ginger. She's having a ruff Monday. Too many pupper things going on. H*ckin exhausting. 12/10 would snug passionately https://t.co/j211oCDRs6,,12.0,10,GINGER,2017-06-19,16:24:33 ,pupper,bloodhound,redbone,Tibetan_mastiff,21125,en,3506
74,876537666061221889,I can say with the pupmost confidence that the doggos who assisted with this search are heroic as h*ck. 14/10 for all https://t.co/8yoc1CNTsu,,14.0,10,,2017-06-18,20:30:39 ,,,,,23869,en,4800
75,876484053909872640,This is Benedict. He wants to thank you for this delightful urban walk. Hopes you know he loves you. 13/10 super duper good boy https://t.co/26BXueUgbs,,13.0,10,BENEDICT,2017-06-18,16:57:37 ,,golden_retriever,Irish_terrier,chow,19163,en,2511
76,876120275196170240,"Meet Venti, a seemingly caffeinated puppoccino. She was just informed the weekend would include walks, pats and scritches. 13/10 much excite https://t.co/ejExJFq3ek",,13.0,10,VENTI,2017-06-17,16:52:05 ,,Bernese_mountain_dog,Saint_Bernard,Greater_Swiss_Mountain_dog,28490,en,4903
77,875747767867523072,"This is Goose. He's a womanizer. Cheeky as h*ck, but also deep. Tongue slip game on another level. 13/10 will steal your girl https://t.co/V2WlACRJCN",,13.0,10,GOOSE,2017-06-16,16:11:53 ,,Labrador_retriever,Chesapeake_Bay_retriever,vizsla,25773,en,4497
78,875144289856114688,Meet Nugget and Hank. Nugget took Hank's bone. Hank is wondering if you would please return it to him. Both 13/10 would not intervene https://t.co/ogith9ejNj,,13.0,10,NUGGET,2017-06-15,00:13:52 ,,Siberian_husky,Pembroke,dingo,22185,en,5081
79,875097192612077568,You'll get your package when that precious man is done appreciating the pups. 13/10 for everyone https://t.co/PFp4MghzBW,,13.0,10,,2017-06-14,21:06:43 ,,,,,27997,en,6342
80,875021211251597312,Guys please stop sending pictures without any dogs in th- oh never mind hello excuse me sir. 12/10 stealthy as h*ck https://t.co/brCQoqc8AW,,12.0,10,,2017-06-14,16:04:48 ,,West_Highland_white_terrier,Siberian_husky,Great_Pyrenees,26022,en,4922
81,874680097055178752,Meet Cash. He hath acquired a stick. A very good stick tbh. 12/10 would pat head approvingly https://t.co/lZhtizkURD,,12.0,10,CASH,2017-06-13,17:29:20 ,,Labrador_retriever,Staffordshire_bullterrier,beagle,28439,en,4875
82,874296783580663808,This is Jed. He may be the fanciest pupper in the game right now. Knows it too. 13/10 would sign modeling contract https://t.co/0YplNnSMEm,,13.0,10,JED,2017-06-12,16:06:11 ,pupper,cocker_spaniel,miniature_poodle,toy_poodle,26651,en,4308
83,874012996292530176,"This is Sebastian. He can't see all the colors of the rainbow, but he can see that this flag makes his human happy. 13/10 #PrideMonth puppo https://t.co/XBE0evJZ6V",,13.0,10,SEBASTIAN,2017-06-11,21:18:31 ,puppo,Cardigan,Pembroke,kelpie,35501,en,11007
84,873580283840344065,"We usually don't rate Deck-bound Saskatoon Black Bears, but this one is h*ckin flawless. Sneaky tongue slip too. 13/10 would hug firmly https://t.co/mNuMH9400n",,13.0,10,,2017-06-10,16:39:04 ,,Newfoundland,Tibetan_mastiff,chow,24837,en,4143
85,873213775632977920,"This is Sierra. She's one precious pupper. Absolute 12/10. Been in and out of ICU her whole life. Help Sierra below

https://t.co/Xp01EU3qyD https://t.co/V5lkvrGLdQ",,12.0,10,SIERRA,2017-06-09,16:22:42 ,pupper,vizsla,bloodhound,Chesapeake_Bay_retriever,7467,en,1667
86,872967104147763200,Here's a very large dog. He has a date later. Politely asked this water person to check if his breath is bad. 12/10 good to go doggo https://t.co/EMYIdoblMR,,12.0,10,,2017-06-09,00:02:31 ,doggo,Labrador_retriever,Chesapeake_Bay_retriever,German_short-haired_pointer,28031,en,5669
87,872820683541237760,"Here are my favorite #dogsatpollingstations 
Most voted for a more consistent walking schedule and to increase daily pats tenfold. All 13/10 https://t.co/17FVMl4VZ5",,13.0,10,,2017-06-08,14:20:41 ,,pug,French_bulldog,bull_mastiff,15029,en,3884
88,872620804844003328,This is Monkey. She's supporting owners everywhere with her fancy #PrideMonth bandana. 13/10 love is love is love... https://t.co/lUcpnZDPz9,,13.0,10,MONKEY,2017-06-08,01:06:27 ,,cocker_spaniel,Sussex_spaniel,standard_poodle,21309,en,3911
89,872486979161796608,We. Only. Rate. Dogs. Do not send in other things like this fluffy floor shark clearly ready to attack. Get it together guys... 12/10 https://t.co/BZHiKx3FpQ,,12.0,10,,2017-06-07,16:14:40 ,,Pembroke,Cardigan,Chihuahua,41606,en,9429
90,872261713294495745,This is Harry. His ears are activated one at a time. Incredibly rare to witness in person. Very special moment here. 13/10 blessed as h*ck https://t.co/ejHvGDfWoa,,13.0,10,HARRY,2017-06-07,01:19:32 ,,Labrador_retriever,flat-coated_retriever,Chesapeake_Bay_retriever,35085,en,6649
91,872122724285648897,This is Kody. He's a baller. Wishes he was a little bit taller. Double dribbles often. Still 12/10 would happily get dunked on https://t.co/PKSpmiefwN,,12.0,10,KODY,2017-06-06,16:07:15 ,,basketball,pug,dalmatian,35324,en,8549
92,871879754684805121,Say hello to Lassie. She's celebrating #PrideMonth by being a splendid mix of astute and adorable. Proudly supupporting her owner. 13/10 https://t.co/uK6PNyeh9w,,13.0,10,LASSIE,2017-06-06,00:01:46 ,,Shetland_sheepdog,collie,Pomeranian,39090,en,11918
93,871762521631449091,This is Rover. As part of pupper protocol he had to at least attempt to eat the plant. Confirmed not tasty. Needs peanut butter. 12/10 https://t.co/AiVljI6QCg,,12.0,10,ROVER,2017-06-05,16:15:56 ,pupper,Labrador_retriever,golden_retriever,bloodhound,20787,en,3678
94,871515927908634625,This is Napolean. He's a Raggedy East Nicaraguan Zoom Zoom. Runs on one leg. Built for deception. No eyes. Good with kids. 12/10 great doggo https://t.co/PR7B7w1rUw,,12.0,10,NAPOLEAN,2017-06-04,23:56:03 ,doggo,komondor,briard,swab,20730,en,3628
95,871102520638267392,Never doubt a doggo 14/10 https://t.co/AbBLh2FZCH,,14.0,10,,2017-06-03,20:33:19 ,doggo,,,,21461,en,5764
96,871032628920680449,"This is Boomer. He's doing an advanced water takeoff. The opposite of Sully. Ears for control, mlem for style. 13/10 simply breathtaking https://t.co/noNpY2Laoo",,13.0,10,BOOMER,2017-06-03,15:55:36 ,,kelpie,macaque,dingo,23255,en,3999
97,870804317367881728,Real funny guys. Sending in a pic without a dog in it. Hilarious. We'll rate the rug tho because it's giving off a very good vibe. 11/10 https://t.co/GCD1JccCyi,,11.0,10,,2017-06-03,00:48:22 ,,home_theater,sandbar,television,33791,en,6393
98,870726314365509632,@ComplicitOwl @ShopWeRateDogs &gt;10/10 is reserved for dogs,,10.0,10,,2017-06-02,19:38:25 ,,,,,121,en,3
99,870656317836468226,"This is Cody. He zoomed too aggressively and tore his ACL. Happens to the best of us. Still 13/10

Help Cody here: https://t.co/4hxnDOt1CV https://t.co/42ryYRQ2Q4",,13.0,10,CODY,2017-06-02,15:00:16 ,,Pembroke,Cardigan,beagle,12819,en,2817
100,870374049280663552,This is Zoey. She really likes the planet. Would hate to see willful ignorance and the denial of fairly elemental science destroy it. 13/10 https://t.co/T1xlgaPujm,,13.0,10,ZOEY,2017-06-01,20:18:38 ,,golden_retriever,Great_Pyrenees,Labrador_retriever,85011,en,27680
101,870308999962521604,"This is Rumble, but he's not ready to. Would rather fall asleep in his bath bucket. 13/10 would attempt a boop without waking https://t.co/MVQCzrF1g9",,13.0,10,RUMBLE,2017-06-01,16:00:09 ,,Greater_Swiss_Mountain_dog,Appenzeller,EntleBucher,22453,en,4384
102,870063196459192321,Meet Clifford. He's quite large. Also red. Good w kids. Somehow never steps on them. Massive poops very inconvenient. Still 14/10 would ride https://t.co/apVOyDgOju,,14.0,10,CLIFFORD,2017-05-31,23:43:25 ,,comic_book,envelope,book_jacket,37771,en,8840
103,869772420881756160,"This is Dewey (pronounced ""covfefe""). He's having a good walk. Arguably the best walk. 13/10 would snug softly https://t.co/HciEaJkC4D",,13.0,10,DEWEY,2017-05-31,04:27:59 ,,Pembroke,Cardigan,malamute,43710,en,10663
104,869702957897576449,Meet Stanley. He likes road trips. Will shift for you. One ear more effective than other. 13/10 we don't leave until you buckle pup Stanley https://t.co/vmCu3PFCQq,,13.0,10,STANLEY,2017-05-30,23:51:58 ,,Pembroke,Cardigan,Chihuahua,29116,en,6728
105,869596645499047938,This is Scout. He just graduated. Officially a doggo now. Have fun with taxes and losing sight of your ambitions. 12/10 would throw cap for https://t.co/DsA2hwXAJo,,12.0,10,SCOUT,2017-05-30,16:49:31 ,doggo,Chihuahua,toy_terrier,muzzle,16476,en,3327
106,869227993411051520,This is Gizmo. His favorite thing is standing pupright like a hooman. Sneaky tongue slip status achieved. 13/10 would boop well https://t.co/IoR3n1fiiQ,,13.0,10,GIZMO,2017-05-29,16:24:37 ,,Pembroke,Chihuahua,Cardigan,21112,en,4023
107,868880397819494401,This is Walter. He won't start hydrotherapy without his favorite floatie. 14/10 keep it pup Walter https://t.co/r28jFx9uyF,,14.0,10,WALTER,2017-05-28,17:23:24 ,,laptop,French_bulldog,printer,55098,en,12518
